device_id	name	stanza	role	service	state	offline
minipc-core-node-0	core	salotto	core	mediaplayer	active	False
minipc-core-node-0	core	salotto	core	kiosk	inactive	False
minipc-core-node-0	core	salotto	core	yolo	active	False
minipc-core-node-0	core	salotto	core	mediapipe	active	False
minipc-core-node-0	core	salotto	core	scene	active	False
minipc-core-node-0	core	salotto	core	mosquitto	active	False
minipc-core-node-0	core	salotto	core	qdrant	active	False
minipc-core-node-0	core	salotto	core	ollama	active	False
minipc-core-node-0	core	salotto	core	openhab	active	False
ops-silvermini2	ops	soggiorno	ops	camera	active	True
ops-silvermini2	ops	soggiorno	ops	yolo	active	True
ops-silvermini2	ops	soggiorno	ops	mediapipe	active	True
ops-silvermini2	ops	soggiorno	ops	voice	inactive	True
ops-silvermini2	ops	soggiorno	ops	kiosk	inactive	True
ops-silvermini2	ops	soggiorno	ops	mediaplayer	active	True
ops-silvermini2	ops	soggiorno	ops	ollama	active	True
pi-b2c8db	Pi Ingresso	ingresso	pi	yolo	active	False
pi-b2c8db	Pi Ingresso	ingresso	pi	mediapipe	inactive	False
pi-b2c8db	Pi Ingresso	ingresso	pi	voice	inactive	False
pi-b2c8db	Pi Ingresso	ingresso	pi	camera	active	False
pi-b2c8db	Pi Ingresso	ingresso	pi	screen	inactive	False
pi-b2c8db	Pi Ingresso	ingresso	pi	kiosk	inactive	False
pi-b2c8db	Pi Ingresso	ingresso	pi	mediaplayer	inactive	False
pi-b2c8db	Pi Ingresso	ingresso	pi	herbarium	active	False
pi-b2c8db	Pi Ingresso	ingresso	pi	herbsim	active	False
pi-b2c8db	Pi Ingresso	ingresso	pi	herbmp	inactive	False
pi-b2c8db	Pi Ingresso	ingresso	pi	livestream	inactive	False
td-controller-macmauro	Controller	salotto	touchdesigner	audio_device	active	True
td-controller-macmauro	Controller	salotto	touchdesigner	audio_source_live	inactive	True
td-controller-macmauro	Controller	salotto	touchdesigner	audio_source_file	active	True
td-dmx-ops	DMXRIG	soggiorno	touchdesigner	dmx_a_kick_enable	active	False
td-dmx-ops	DMXRIG	soggiorno	touchdesigner	dmx_a_use_file_input	inactive	False
td-dmx-ops	DMXRIG	soggiorno	touchdesigner	dmx_a_apply_fixture_profile	unknown	False
td-dmx-ops	DMXRIG	soggiorno	touchdesigner	dmx_b_kick_enable	active	False
td-dmx-ops	DMXRIG	soggiorno	touchdesigner	dmx_b_use_file_input	inactive	False
td-dmx-ops	DMXRIG	soggiorno	touchdesigner	dmx_b_apply_fixture_profile	unknown	False
td-pd-macmauro	PatchDeck	studio	touchdesigner	deck_a	inactive	False
td-pd-macmauro	PatchDeck	studio	touchdesigner	deck_b	inactive	False
td-pd-macmauro	PatchDeck	studio	touchdesigner	load_x1_a	inactive	False
td-pd-macmauro	PatchDeck	studio	touchdesigner	load_x1_b	inactive	False
